sentence,범죄,혐오,선정,비도덕 아님,폭력,비난,욕설,차별
윤은혜 혹시 교회 결혼식장에 위 사진처럼 입은건 아니겠지...생각이 있으면 안그랬을거야...아니라고 해줘요...ㅠ,0,0,0,1,0,0,0,0
윤은혜와 아직 연락할까요?,0,0,0,1,0,0,0,0
윤정건 독 먹고 대사가 전혀 안들려서 그냥 설정인가 했는데 기사 보고 알았네ㅎ,0,0,0,1,0,0,0,0
윤정수씨 괜찮은분인건 알겠는데 제가 현진씨 부모님이라면 좀 속상할거 같아요 ㅜ,0,0,0,1,0,0,0,0
윤종신 사랑해 늘 행복하자 ♥,0,0,0,1,0,0,0,0
윤진이 머리길면. 완전 짱인데,0,0,0,1,0,0,0,0
윤진이 배우 김예원(써니에서 반대 패거리 리더)하고 많이 닮았네,0,0,0,1,0,0,0,0
윤진이가 연기를 잘하는것임,0,0,0,1,0,0,0,0
으 ;;;;;;;;;;,0,0,0,1,0,0,0,0
으ㅡㅇ음.. 이솜도이쁘지만.... 꽃이지고나서야 봄이온줄 알았읍니다... 그립읍니다 김고은님..,0,0,0,1,0,0,0,0
으이그!!윤진이 얄미웡..ㅠㅠ,0,0,0,1,0,0,0,0
은근히 옷발 안나~~,0,0,0,1,0,0,0,0
은섬이 개멋짐... 벌써 홀릭,0,0,0,1,0,0,0,0
은섬이가 아스달에서 어떤 활약을 펼쳐질지 흥미진지 하게 보고 있어요~~은섬이 화이팅!!!,0,0,0,1,0,0,0,0
음 나쁠건없는데 이왕이면 산불난 지역에기부하지,0,0,0,1,0,0,0,0
음.. 전형적인 우울증 증상으로 보이는데. 심리치료부터 받아봐야겠네요,0,0,0,1,0,0,0,0
음.........적당히 해라,0,0,0,1,0,0,0,0
음....대충 퍼즐이 맞춰지는데..온유리는 하재웅 혼외자식..송미나가 이상윤 불륜녀... 아니면 마지막 반전은 이청아가 불륜녀!?..,0,0,0,1,0,0,0,0
음방 볼때마다 체널 돌리게됨;;;;,0,0,0,1,0,0,0,0
음악적 실력을 떠나 무대 위 포스는 양동근이 최고다.,0,0,0,1,0,0,0,0
음악퀄은 아직도 3사중에선 오이지야 음악 뮤비 무대 돈을 안아껴,0,0,0,1,0,0,0,0
응 개노잼,0,0,0,1,0,0,0,0
응당한 처벌받고 언젠가는 다시 연예계든 개인방송에서든 볼수있길 바랍니다 준영씨 힘내세요,0,0,0,1,0,0,0,0
응암동의 뭐시기?? ㅋㅋ 굳이 비공개로 안해도 되겠구만 기사로 안나면 뭐하는지도 모를것을 ㅋ,0,0,0,1,0,0,0,0
응원해요.~요즘 안재현소속사가 혜선씨 소식 올라올까봐 제일 불안하겠네요,0,0,0,1,0,0,0,0
의리 보기좋으네용~~~~,0,0,0,1,0,0,0,0
의문을 가질수도 있지 네티즌들이 판을 키웠네,0,0,0,1,0,0,0,0
"이 글을쓴기자 말인데요,, 제가 오늘 직장상사분들이랑 회식하고 술을 한잔하고 이 글을 봤습니다만...내가 술이 취해서 이해못하는건지,, 당췌 기사를 이해못하겠네",0,0,0,1,0,0,0,0
이 기사 제목을 송혜교가 싫어합니다,0,0,0,1,0,0,0,0
"이 누나 데려가신 남편분, 부럽습니다~~ ㅠ_ㅠ 누나 행복하세요~",0,0,0,1,0,0,0,0
"이 더운데 모자는 왜 쓰지아가들은 귀여워 나이가 드니까 내 자식 다 키우니까 모든아기들이 천사같아요 슈돌에외국아기는 너무 이쁘고 이영애 쌍둥이중 딸이 참 이쁘고정시아 딸도 예쁘든데,,,,,",0,0,0,1,0,0,0,0
"이 두사람은 전생에 도깨비와,도깨비신부가 아녔을까..?? 운명같은 사랑..응원합니다♡ 당당한모습 보기좋네요~^^",0,0,0,1,0,0,0,0
이 드라마 너무 재밌다 김하경 연기 엄청 잘한다,0,0,0,1,0,0,0,0
이 드라마 망한걸로 아는데 오늘이 종방였군,0,0,0,1,0,0,0,0
이 드라마 아직도 하네~~~,0,0,0,1,0,0,0,0
이 드라마 엔딩맛집이다 제대로네 역시 장나라,0,0,0,1,0,0,0,0
이 드라마 잼있나요?,0,0,0,1,0,0,0,0
이 드라마는 전작들에 비해 노잼....,0,0,0,1,0,0,0,0
이 드라마에서 정상인 사람 딱한명만 고르면??미란인가ㅋ,0,0,0,1,0,0,0,0
이 드라마엔 여주가 없군.,0,0,0,1,0,0,0,0
이 마음이 오래가야 할낀데...결혼이 문제가 아니다.,0,0,0,1,0,0,0,0
이 방송 없어졌으면....,0,0,0,1,0,0,0,0
이 변호사 뭔가 멋진 사람같다..좀 관종끼가 있지만 요새 안그런 사람은 없는거같고..,0,0,0,1,0,0,0,0
이 부부 애 생기면 걔는 이모가 김태희네....,0,0,0,1,0,0,0,0
이 부부가 너네한테 죄 졌니? 이휘재만큼 너네가 오랜기간 동일하게 일 할 수 있는지 묻고싶다.. 본인이 일 해한 돈으로 사는데 왜 그렇게들 꼬여있냐..연예인이라 돈 많이 벌어서? 욕하는 너넨 연예인 할만큼 노력도 못해,0,0,0,1,0,0,0,0
이 분 왠지 진국이실 듯~!,0,0,0,1,0,0,0,0
이 분은 논란 달고 다니시넹,0,0,0,1,0,0,0,0
이 사람들은 오래 갈거 같네 왠지,0,0,0,1,0,0,0,0
이 시간에는 동물의왕국틀어도 30%임,0,0,0,1,0,0,0,0
이 시국에??보이콧이다!!,0,0,0,1,0,0,0,0
이 영화 언플이 왜이렇게 많은것같지 개봉은햇나,0,0,0,1,0,0,0,0
이 와중에 싫어요 누르는건 무슨 심보인지,0,0,0,1,0,0,0,0
이 와중에..혹시 박보검하고 이번에는 사귀는중인건가..하는 생각이 자꾸 밀려옴;;,0,0,0,1,0,0,0,0
이가는 원래 요리잘해요 ㅎㅎ,0,0,0,1,0,0,0,0
이거 드라마 제목은 왜 라이프온마스인가요? 이해가 안가네. 영국드라마 원작은 라이프온마스 나올때 이야기라 라이프온마스인데,0,0,0,1,0,0,0,0
이거 드라마였어요? 광곤줄 알았네ㅋㅋㅋ,0,0,0,1,0,0,0,0
이거 무슨 방학숙제 같은데,0,0,0,1,0,0,0,0
이거 아직도 하네?,0,0,0,1,0,0,0,0
이거 어묵논란은 해결된건가요? 폐지된줄알았는데,0,0,0,1,0,0,0,0
"이거 재밌대서 11회까지 봤는데 난 왜재미가없냐,,,ㅠㅠㅠㅠㅠㅠ,,,;;",0,0,0,1,0,0,0,0
이건 단순히 도박 문제를 떠나서 한국 육아 주부들이 처한 현실을 다같이 돌아볼 문제라고 본다,0,0,0,1,0,0,0,0
이건 아니지싶은데요 자숙기간이 너무 짧아보이네여..,0,0,0,1,0,0,0,0
이건 혈액암이기때문에 맞는 항암제를 찾아도 재발률이 높고 악성이라 생존률이 희박함,0,0,0,1,0,0,0,0
이건도 기사냐,0,0,0,1,0,0,0,0
이건뭐ㅋ거전 복귀프로그램 다됫네 잊혀진애들 불러서 눈물로 이슈만들고 시들해지면 또 복귀할사람 부르고 불타는청춘이 아니라 불타는복귀가 낫것다ㅉ,0,0,0,1,0,0,0,0
이걸 6회나 봐야한다니.......,0,0,0,1,0,0,0,0
이걸한번 봐바야겠네 한지혜숨소리 듣느리 안보는게낫다싶어 심심했는데 김정수작가라 기대해보네요,0,0,0,1,0,0,0,0
이게 무슨 단발이니,0,0,0,1,0,0,0,0
이게 뭐가문제지?,0,0,0,1,0,0,0,0
이게 사실이든아니든 확인도 안된걸 sns에 실명 거론한게 무슨 열사니 뭐니 부축여줄 일인가? 잘못된거지...,0,0,0,1,0,0,0,0
이게 양동근이 우승이냐? 코러스로 나와주신분들의 우승이라고 해야지. 음치를 왜 자꾸 불후에 불러오는지 참내.. 한심스럽다. 판정단도 그렇고,0,0,0,1,0,0,0,0
이게 헤프닝으로 끝나야 아는형님에서 빚 드립을 칠수있는데 구라였으면좋겟다 상민이형님 화이팅 ㅠ,0,0,0,1,0,0,0,0
이게뭐가 나쁜예죠? 누구나 만나고 헤어질수있는데 비유가 좋지 않네요,0,0,0,1,0,0,0,0
이게왜 실검이냐ㅡ,0,0,0,1,0,0,0,0
이게현실이라는게 참 슬프다ㅜㅜ,0,0,0,1,0,0,0,0
"이국주, 이영자, 김숙, 송은이 ,박나래, 신봉선, 김영희...또 누가 있죠?",0,0,0,1,0,0,0,0
이규한씨 잘 어울릴듯ㅋㅋ,0,0,0,1,0,0,0,0
이나영 보며 이쁘다..이쁘다..역시이쁘다..어쩜 저리 하나도 안변하고 아이낳고두 이쁠까...감탄만하느랴 무슨내용인지 눈에안들어옴 ㅜ 내일부터 다시집중해야겠어요ㅋ근데 스카이캐슬은 오늘 초집중ㅠ 미첬음 ㅜㅜ,0,0,0,1,0,0,0,0
이누난 방자전때부터 직접봤지만. 맴도 너무 아름다우신분. 누나 할리우드 가자~!!,0,0,0,1,0,0,0,0
이다해 예전부터 눈물 연기하나는 진짜 잘해,0,0,0,1,0,0,0,0
이다해 왜케 웃기냐ㅋㅋㅋㅋ,0,0,0,1,0,0,0,0
이던 현아 눈에서 꽃이 보이긴 햇는데 역시 ㅎㅎ 그리고 신동욱은 병 때문에 한의사를 만나네 ㅎㅎ,0,0,0,1,0,0,0,0
이던현아 커플 진심 부럽고 이쁘고 응원해요,0,0,0,1,0,0,0,0
이동건 차예련 핑크빛 열애중 ㅡ벌써 십년전이네 세월참 빠르긴 하네 ㅡㅡhttp://antijms.net,0,0,0,1,0,0,0,0
이동국 참 오래하네 이제 나은이로 교체해도 되지 않을까?,0,0,0,1,0,0,0,0
이동우 방송나와서 시력이 약해지면서 어린딸 밟은얘기하면서 슬프게 우는데 정말 짠하더라,0,0,0,1,0,0,0,0
"이드라마는 예고부터 칙칙해.안봄.우리가만난기적 김명민,김현주 대박예감.완죤멋찜.",0,0,0,1,0,0,0,0
이따가 가로세로 연구소에서 양준일씨 이야기한다는뎨 함 봐봐야겠다,0,0,0,1,0,0,0,0
이딴 프로를..지들만의 리그 니들끼리 그냥 해라,0,0,0,1,0,0,0,0
이랬는데 범인 강하늘,0,0,0,1,0,0,0,0
이런 기사 나온게 참.....애낳고나면 붓기어쩔수없는데 무슨 성형설 ㅡㅡ,0,0,0,1,0,0,0,0
이런 기사는 안 보고싶다,0,0,0,1,0,0,0,0
이런 신파극 지긋지긋하다,0,0,0,1,0,0,0,0
이런 영혼은 하나님 한테 의지하면 정말 퍼펙트 하다. 말씀의 씨 들어가면 정말 감동 될거다.,0,0,0,1,0,0,0,0
이런 컨셉의 화보도 잘어울리시네요^^,0,0,0,1,0,0,0,0
이런 프로 왜하는지?,0,0,0,1,0,0,0,0
"이런거 보면 진짜 공수처가 답이다, 어떻게 심판해야 할 사람들이 쉴드를 쳐주고 봐주고 그러냐, 법 심판을 법에 근거해야지 본인들하고 친하다고 봐주고 그러면 어떻하냐",0,0,0,1,0,0,0,0
이런걸 기사화 되는게 문제다,0,0,0,1,0,0,0,0
이런글에 악플좀 달지마라. 진짜 얼마나 속상하겠냐. 악플달꺼면 글쓰지마..저런 실력으로 어떻게 의사가 된건지..이해가 안간다 제대로 보상하고 사과해라. 이휴 진짜 보상받아도 속상하겠다. ㅠㅠ,0,0,0,1,0,0,0,0
이런기사 내지마세요.,0,0,0,1,0,0,0,0
이런일이 네이버 1등 할것까지 있나? ㅜㅜ,0,0,0,1,0,0,0,0
이럴 줄 알았다 딱봐도 거짓뉴스였음 나혼자산다 본 사람이면 다 알텐데 잔나비 진짜 힘들게 노력해서 성공하니까 괜히 시샘나서,0,0,0,1,0,0,0,0
이렇게 노래 잘할줄이야~~ 다시 보임,0,0,0,1,0,0,0,0
이렇게 쓰는 기자야 말로 진정한 기자님!!나랑 동갑인데 나는 애낳고 행복하게 살고 진리는 결혼도 못하고 애키우는게 얼마나 행복한것인지도 모르고 가고..ㅠㅠ 고인의 명복을 빕니다,0,0,0,1,0,0,0,0
"이렇게 예쁜 분을, 입술 화장이 이상해 보이네요ㅠㅡㅠ여하튼^^ 건강하시고 행복하세요!",0,0,0,1,0,0,0,0
이렇게 욕먹어도 막상 나오면 음원차트1위함 ~,0,0,0,1,0,0,0,0
이렇게 재밋을수 있다니,0,0,0,1,0,0,0,0
이렇게하고 제주도 여성 실종 실검 쏙 들어감 어디로 사라짐?,0,0,0,1,0,0,0,0
이름을 장난치는건 좀,0,0,0,1,0,0,0,0
이름이 차주혁인 걸 엄마는 어떻게 알고 차서방이라고 했지?,0,0,0,1,0,0,0,0
이름처럼 강하게 흥하도록 응원 할께~~얼굴도 예쁘고 연기도 잘하더라,0,0,0,1,0,0,0,0
이명박이랑 너무 비교된다,0,0,0,1,0,0,0,0
이미 떠난 사랑 억지로 붙이면 뭐하나 구질구질하게. 그것도 법원이 무슨 권리로? 참 한국 사법부는 후진적이다,0,0,0,1,0,0,0,0
이미 멋있는데. 아빠되니 또 한단계 업그레이드 되겠네요. 넘 축하드리고. 기대됩니다. 제이왑피 쥬니어,0,0,0,1,0,0,0,0
이미 설명회 참석한 적이 없다고 본인이 해명한 인터뷰 기사도 올라왔는데 이건 좀 내려주시죠?? 그리고 고소장 내용일 뿐 확실한 팩트도 없는데 무조건 욕부터 하신 분들 양심 챙기세요 http://naver.me/5h07ulzU,0,0,0,1,0,0,0,0
이미 연우 나이 되면 귀엽지도 않고 자연스럽지도 않아서 재미없음.,0,0,0,1,0,0,0,0
이미지 전환시킬려고 막무가네 기사올리더만 결국 하나 건졌네 ㅊㅋ,0,0,0,1,0,0,0,0
이미지는 자기가 그렇게 만든건데... 본인이 잘하셨어야지!,0,0,0,1,0,0,0,0
이민기 얼굴이다햇다ㅠㅠㅠㅠ진짜잘생기고 역할도 너무잘어울리고 ㅠㅠ 앞으로도 기대할게요!!,0,0,0,1,0,0,0,0
이민기 연기보믄 서현진 돋보이지 로코퀸은 좀...,0,0,0,1,0,0,0,0
이민호 손가락 밥큐 날리는줄,0,0,0,1,0,0,0,0
이발은 다른사람이 하고 저분들은 뭐함?,0,0,0,1,0,0,0,0
이번에도 기대기대 하겠음,0,0,0,1,0,0,0,0
"이번엔 경로우대 대상(주말극 ,일일극, 대하극아버지어머니역할) 아니라 제대로 된 대상같음",0,0,0,1,0,0,0,0
이번주 냉정하게 핵노오잼. 소재가 없는지 이것저것 막 짜집기한 느낌,0,0,0,1,0,0,0,0
이번주 엄청 재미졌음!!,0,0,0,1,0,0,0,0
이번편이 제일 재미 없었음.,0,0,0,1,0,0,0,0
이병헌이 뭔 잘못했어요?저는 내마음의 풍금 봤는데 잘생기게 나와서 좋더만,0,0,0,1,0,0,0,0
이병헌이 연기 사부로 나와도 괜찮을듯~~,0,0,0,1,0,0,0,0
이보람씨가 제일 이쁘던데..,0,0,0,1,0,0,0,0
이본숙이 아니가!,0,0,0,1,0,0,0,0
이분 연기는 악마를보았다에서 보고 좀 실망.,0,0,0,1,0,0,0,0
이분 왜 모르세요 하얀거탑에서 거탑으로 나오신 분이잖아요,0,0,0,1,0,0,0,0
이분은 진짜 잘못없지;; 대리운전하시는분 편의봐주려고 집앞에서 주차만햇는데 이정도 자숙이라니 다시 좋은연기부탁드려요,0,0,0,1,0,0,0,0
이분이 마블 끝판왕 아님?,0,0,0,1,0,0,0,0
이분참 SNS 심하게 즐기네 나중에 상처받을라,0,0,0,1,0,0,0,0
이뻐보이진 않는데..,0,0,0,1,0,0,0,0
이뻐요 언니,0,0,0,1,0,0,0,0
이뻐요~~~ 새로운 출발 하셔요,0,0,0,1,0,0,0,0
이뻐이뻐 ㅊㅋ,0,0,0,1,0,0,0,0
이뿌다 ㅋㅋ,0,0,0,1,0,0,0,0
이쁘게 자고있음 찍을 수도 있고 올릴수도 있는거 이닌가 친한사이면,0,0,0,1,0,0,0,0
이쁘게 잘사겨서 나중에 좋은 결과있기를,0,0,0,1,0,0,0,0
이쁘게 잘살고 있고만 먼 생트집이야순산하세요,0,0,0,1,0,0,0,0
"이쁘고, 연기도 잘하심^^다음 작품에서도열심히 응원하겠습니다.",0,0,0,1,0,0,0,0
이쁘긴 이쁘다,0,0,0,1,0,0,0,0
이쁘긴 진짜 디게 이쁘네,0,0,0,1,0,0,0,0
이쁜 부부 ♥,0,0,0,1,0,0,0,0
이쁜 엄마들과 아들들 ㅠㅠㅠ,0,0,0,1,0,0,0,0
이쁜데 뭐가아쉬워요..잊고 좋은사람만나요,0,0,0,1,0,0,0,0
이상민이나 신정환이 들어오면 재미날듯,0,0,0,1,0,0,0,0
이상봉 아니죠 홍섭천 아니죠 사랑이 다른 사랑으로 잊혀지네,0,0,0,1,0,0,0,0
이상윤연기가 어때서~ 잘만하시더라,0,0,0,1,0,0,0,0
이상윤이 안아주는거는 연인관계가 아닌 오누이같은 위로 느낌,0,0,0,1,0,0,0,0
이상하게 다야를 응원하게 됨,0,0,0,1,0,0,0,0
이상해보였다 보다 채널돌림,0,0,0,1,0,0,0,0
이상화 하지 마라 윤세아나 수임이나 착한척하다가 돌변하는것 보면 무섭지... 의심하면 안돼요 하다가 예서랑 혜나 싸우고 예서 협박 받았다니까 바로 예서 범인이라 생각하던데 ㅉㅉ,0,0,0,1,0,0,0,0
이상화가 아까움..,0,0,0,1,0,0,0,0
이서진이 한지민 넘 귀여워 하는것 같음.. 둘이 잘 됐으면..ㅋㅋ,0,0,0,1,0,0,0,0
이석훈이 김진호보다 노래 훨 잘하는듯,0,0,0,1,0,0,0,0
이선빈이 아깝다...,0,0,0,1,0,0,0,0
이선정씨 팬은 아니지만 길에서 봤는데 티비보다훨씬 이쁘시드라구요 잘지내시길 응원드려요,0,0,0,1,0,0,0,0
이성경님 캐스팅은 좀 아쉽습니다,0,0,0,1,0,0,0,0
이성우 너무 재미없다,0,0,0,1,0,0,0,0
이성우 이모들보는거 개짱남ㅡ왜 그집식구들까지 다 봐야하노ㅠ,0,0,0,1,0,0,0,0
이성우는 재미없어안보고 기안나와서 재밌게봄ㅋㅋ,0,0,0,1,0,0,0,0
이성욱도 만만치않은 사람이라는걸 알고 깜짝놀란 1인ㅡ_ㅡ,0,0,0,1,0,0,0,0
이세은 너무 비호감이다 ㅠㅠ 다들 공감하실듯,0,0,0,1,0,0,0,0
이세창 화이팅!!!.....,0,0,0,1,0,0,0,0
이소라 엄정화 이영자 홍진경 최진실 김희선 엄청 절친인데 김희선만 겉도는느낌..,0,0,0,1,0,0,0,0
이수근 안보고 싶다,0,0,0,1,0,0,0,0
이수근 흥해라~~~~,0,0,0,1,0,0,0,0
이순재님 배우자입장에서 많이 불쾌하시었을듯제3자가 봐도 불쾌한것이...,0,0,0,1,0,0,0,0
이승기 텃세 작작좀,0,0,0,1,0,0,0,0
이승기는 예의도 없고 열심히도 안한다는 말인가,0,0,0,1,0,0,0,0
이승기는 이제 나영석 머릿속에 없는건가요,0,0,0,1,0,0,0,0
이승윤 왜이리 띄워주는지... 한번 나오면 됐지... 넘 자주 나오네,0,0,0,1,0,0,0,0
이시언 팬미팅 빵 터지긴했음 ㅋ,0,0,0,1,0,0,0,0
이야 이것도 혹시 쥬비스광고냐?ㅋㅋㅋ 근데 광고쟁이들치고는 타율 좋은거 쌉인정,0,0,0,1,0,0,0,0
이야 이나라에 아니 이 네이버에 이리도 많은 도덕적으로 완벽한 성인군자들이 존재하다니 참 멋집니다요~~~~,0,0,0,1,0,0,0,0
이엘리야 매력있음,0,0,0,1,0,0,0,0
이엘리야 보면 혓바닥만 생각남 ㅠㅠㅠ,0,0,0,1,0,0,0,0
이엘리야 진짜 미인. 김태희 급 미녀.,0,0,0,1,0,0,0,0
이엘리야 착한역해줘요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ겁나이쁜디ㅠㅠ참좋은시절?때 팬이였다구요ㅠㅠㅠ,0,0,0,1,0,0,0,0
이연희 이쁜거 배아픈 인간이 해줬구만~이연희 이쁘기만 한게아니라 착하기까지 하구나. 워낙 이뻐서 망가지는거 신경 안쓰나?ㅎㅎ,0,0,0,1,0,0,0,0
이영자는 먹는거만 하지 왜 또 무리한 설정으로 가는 건지 안타깝다.,0,0,0,1,0,0,0,0
이영자씨 광고출현료 전액기부!! 진짜 멋있고 정 넘치는 모습 감동입니다,0,0,0,1,0,0,0,0
이영자씨 죄는 없지만..더이상 이영자씨 먹방 보는 것은 너무 힘들거 같습니다. 너무 불편합니다. 하차하시기 바랍니다.,0,0,0,1,0,0,0,0
이완 결혼하지 않았어나? 돌싱?,0,0,0,1,0,0,0,0
이용진 이름 알렸네..처음 들어보는데 검색까지 해봤다,0,0,0,1,0,0,0,0
이유가무엇이든간에 어잿거나 저애가노력한결과라생각함넘마극성이든모든간에 몰해도안되는애가잇고 되는애가잇듯이...쟈도 본인노력도큰듯. 박수보냅니다 정우,0,0,0,1,0,0,0,0
이윤성 하고 윤소이 섞어놓은듯이뻐요이쁜사랑하세요,0,0,0,1,0,0,0,0
이정도면 드라마가 아니라 블럭 버스터급영화~~ 왠쥐 베본2가 나올지도.,0,0,0,1,0,0,0,0
이제 곧 만날텐데,0,0,0,1,0,0,0,0
이제 그만ㅜㅜ 기사너무많이나요,0,0,0,1,0,0,0,0
이제 노래 못하시는건가요??,0,0,0,1,0,0,0,0
이제 둘이다. 셋째만 갖자,0,0,0,1,0,0,0,0
이제 또 조형물에 올라갔다고 어쩌고저쩌고 말 나오겠네,0,0,0,1,0,0,0,0
이제 뭘 볼까.남궁민의 재발견.어쩌나 심심해서.,0,0,0,1,0,0,0,0
이제 박유천그만 까라개인일이고 욕먹을 만큼 먹었디ㅡ,0,0,0,1,0,0,0,0
이제 송중기 드라마 영화 못보겠다~,0,0,0,1,0,0,0,0
이제 웃기기만 하면 된다~,0,0,0,1,0,0,0,0
이제 음악좀 듣자. 충분히 자숙했다.,0,0,0,1,0,0,0,0
"이제 책임만 질 수 있다면 자유롭게 사랑해도 되는 시대 아닌가? 홍상수 감독 자녀들도 다 성인으로 알고 있는데, 이 이혼을 막을 이유가 뭐가있지?",0,0,0,1,0,0,0,0
이제 편히 쉬세요 형님,0,0,0,1,0,0,0,0
이제 하나님 믿고 천국 가자,0,0,0,1,0,0,0,0
이제끝물이다 천만도 간당간당 할걸...,0,0,0,1,0,0,0,0
이제백만 손익넘기기에는 힘들겠다,0,0,0,1,0,0,0,0
이제좀 그만 떠들어댔으면... 비호감되려고하네,0,0,0,1,0,0,0,0
이젠 안보고 싶어요. 부탁드립니다.,0,0,0,1,0,0,0,0
이젠 워너원한테 밀리는 느낌이 많지;;,0,0,0,1,0,0,0,0
이조합은 어울려,0,0,0,1,0,0,0,0
이종석 중심으로 드라마가 흘러가야 재밌을듯. 이나영 나오는 부분은 이상하게 재미가 없네,0,0,0,1,0,0,0,0
