sentence,d_num,speaker,label,혐오,선정,범죄,욕설,비난,비도덕 아님,폭력,차별
니네 부모님은 너 얼굴보고 왜 안버리셨는데?,2472,화자2,비난,0,0,0,0,1,0,0,0
너 같은거 낳고 얼마나 화나셨을까? ㅋㅋ 니네 부모님도 불쌍하다,2472,화자1,비난,0,0,0,0,1,0,0,0
앞에 사람 얼굴진짜 이쁘다,2473,화자1,비도덕 아님,0,0,0,0,0,1,0,0
얼굴 보니까 엄청 고친거 같은데?,2473,화자2,비난,0,0,0,0,1,0,0,0
저게 인조인간이야 사람이야 ㅋㅋㅋㅋ,2473,화자1,비난,0,0,0,0,1,0,0,0
게임 진짜 못하네,2474,화자1,비난,0,0,0,0,1,0,0,0
손이 제대로 달려있긴 한건가?,2474,화자2,비난,0,0,0,0,1,0,0,0
진짜 우리집 강아지가 더 잘하겠다 ㅋㅋ,2474,화자1,비난,0,0,0,0,1,0,0,0
쟤는 어떻게 여기 대학교를 왔지?,2475,화자1,비난,0,0,0,0,1,0,0,0
딱보면 모르겠어? 몸에 문제 있어 보이는데? ㅋㅋㅋㅋㅋ,2475,화자2,비난,0,0,0,0,1,0,0,0
장애인들 왜 뽑는거지;; 진짜 질떨어진다,2475,화자1,혐오,1,0,0,0,0,0,0,0
친구 인스타에 남자친구랑 여행간거 너무 부럽다,2476,화자1,비도덕 아님,0,0,0,0,0,1,0,0
가서 남자친구랑 엄청 했을듯 ㅋㅋㅋㅋㅋ,2476,화자2,선정,0,1,0,0,0,0,0,0
맞아 맞아 걔 알고보니까 엄청 밝히더라 ㅋㅋ,2476,화자1,선정,0,1,0,0,0,0,0,0
어제 지갑 주웠는데 경찰서에 갖다 줘야하나?,2477,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그걸 왜 돌려줘? 놓고 간 사람이 뇌가 없는거지 ㅋㅋ,2477,화자2,비난,0,0,0,0,1,0,0,0
그치? 아싸 꽁돈 생김~ㅋㅋ,2477,화자1,비난,0,0,0,0,1,0,0,0
교수 진짜 말 못한다;;,2478,화자1,비난,0,0,0,0,1,0,0,0
진짜 언어에 문제 있는거 아닌가??,2478,화자2,비난,0,0,0,0,1,0,0,0
내가 가르쳐도 저거보단 잘하겠다 ㅋㅋ,2478,화자1,비난,0,0,0,0,1,0,0,0
근데 바비 못 미워하겠다는 팬도 이해가 감 ㅠㅠ,2479,화자1,비도덕 아님,0,0,0,0,0,1,0,0
ㅈ습생  시절에 밥도 제대로 못 먹고 연습하던 영상 보니까ㅠㅠㅠ,2479,화자2,비도덕 아님,0,0,0,0,0,1,0,0
그렇게 고생해서 시작한 일을 이렇게  ㅈ창 냈다고 생각하면 더 열받음,2479,화자3,욕설,0,0,0,1,0,0,0,0
아니 하은이 너무 굴리는거 아냐?ㅋㅋㅋㅋㅋ,2480,화자1,비도덕 아님,0,0,0,0,0,1,0,0
하은이가 죽창으로 찔러도 할 말 없음ㅋㅋㅋㅋㅋ,2480,화자2,범죄,0,0,1,0,0,0,0,0
하은이 페미 버리고  여자력  장착했으니까 기대해도 되는거지?,2481,화자1,혐오,1,0,0,0,0,0,0,0
ㅇㅇ 이제 페미 손절한듯 역시 예쁜 애들은 현명해,2481,화자2,혐오,1,0,0,0,0,0,0,0
저  꼰대 들은  틀딱  냄새 안 풍기고는 말을 못 함?,2482,화자1,"혐오,비난",1,0,0,0,1,0,0,0
툭하면 라떼 찾아대는거 그만 보고 싶다,2482,화자2,비난,0,0,0,0,1,0,0,0
그러니까  틀  소리를 듣지,2482,화자3,"혐오,비난",1,0,0,0,1,0,0,0
하은이 좀 섹시하지 않아?,2483,화자1,비도덕 아님,0,0,0,0,0,1,0,0
쥬지  잘 빨 것 같음ㅋㅋ,2483,화자2,선정,0,1,0,0,0,0,0,0
남친 부럽다,2483,화자1,선정,0,1,0,0,0,0,0,0
외퀴 들 진짜  싸패 같음,2484,화자1,"혐오,비난",1,0,0,0,1,0,0,0
그 둘을 동시에 응원하는게 가능한가,2484,화자2,비도덕 아님,0,0,0,0,0,1,0,0
인과관계 생각을 못하나봐 멍청,2484,화자1,비난,0,0,0,0,1,0,0,0
진짜 걔는 왜 콘돔을 안 써서 그 나이에 혼전임신을 한거임;;,2485,화자1,비도덕 아님,0,0,0,0,0,1,0,0
줘패야돼,2485,화자2,"비난,폭력",0,0,0,0,1,0,1,0
유희열은 그릇이 너무 작은듯,2486,화자1,비도덕 아님,0,0,0,0,0,1,0,0
캬 무려 유희열 보고 그릇이 작다는 방구석 ㅈ문가ㅋㅋㅋㅋㅋ,2486,화자2,비난,0,0,0,0,1,0,0,0
얘는 글을 왜 이렇게 못 쓰지,2487,화자1,비도덕 아님,0,0,0,0,0,1,0,0
나??,2487,화자2,비도덕 아님,0,0,0,0,0,1,0,0
그래 너 어디 가서 국어책도 좀 읽고 그래라,2487,화자1,비도덕 아님,0,0,0,0,0,1,0,0
미안하다 외국 산지 오래돼서 문해력  ㅆ창났음,2487,화자2,욕설,0,0,0,1,0,0,0,0
윤종신 가사 좀 유치하지 않아?,2488,화자1,비도덕 아님,0,0,0,0,0,1,0,0
와 진짜 내가 살다보니 윤종신 가사가 유치하다는 소리를 다 들어보네ㅋㅋㅋㅋㅋ,2488,화자2,비도덕 아님,0,0,0,0,0,1,0,0
윤종신 커리어 모르는 잼민이 는 제발 입 좀 다물어,2488,화자2,"혐오,비난",1,0,0,0,1,0,0,0
좀 1차원적인건 맞지 않음?,2488,화자1,비도덕 아님,0,0,0,0,0,1,0,0
전곡은 다 들어보고 하는 소리니,2488,화자2,비도덕 아님,0,0,0,0,0,1,0,0
잼민 아 강남역 가서 스트립쇼나 해라,2488,화자2,"혐오,비난",1,0,0,0,1,0,0,0
나랑 사귈래?,2489,화자1,비도덕 아님,0,0,0,0,0,1,0,0
재수없게 계집애가 왜 먼저 고백을 하지?,2489,화자3,"차별,비난",0,0,0,0,1,0,0,1
뭐???,2489,화자1,비도덕 아님,0,0,0,0,0,1,0,0
선택은 여자가 아니라 남자가 하는거야,2489,화자2,"차별,비난",0,0,0,0,1,0,0,1
남자가 여자보다 신체 능력 우월한 건 팩트지,2490,화자1,비도덕 아님,0,0,0,0,0,1,0,0
ㅋㅋ자의식 비대 한남ㅋㅋㅋ,2490,화자2,혐오,1,0,0,0,0,0,0,0
팩트는 무슨 팩트ㅋㅋㅋㅋ 여자가 귀하고 남자는 그저 양산형 유전자 셔틀인게 자연의 법칙이지ㅋㅋㅋㅋ,2490,화자3,비난,0,0,0,0,1,0,0,0
셔틀인데 그와중에 유전자가 불량이야 직무유기ㅎㄷㄷ,2490,화자2,비난,0,0,0,0,1,0,0,0
지 혼자서는 후손도 못 만드니까 멸종될까봐 어떻게든 여자한테 기생하려고 아득바득ㅉㅉ,2490,화자3,비난,0,0,0,0,1,0,0,0
도태 안 당하려면 여자힌테 선택받으려고 치장하고 춤 추고 아양떨고 연병하는게 x 염색체의 본분이지,2490,화자2,비난,0,0,0,0,1,0,0,0
으데 열등한 그 성별이 혀를 놀리노ㅋㅋㅋ,2490,화자2,비난,0,0,0,0,1,0,0,0
씨엘 심사평 거슬린다 왜 저기 앉아있는거임?,2491,화자1,비도덕 아님,0,0,0,0,0,1,0,0
확  보찢 해버리고 싶음,2491,화자2,"혐오,폭력,범죄,선정",1,1,1,0,0,0,1,0
참교육ㅋㅋㅋ,2491,화자1,"혐오,폭력,범죄",1,0,1,0,0,0,1,0
오늘자 영상 올렸습니다ㅋㅋ,2492,화자1,비도덕 아님,0,0,0,0,0,1,0,0
불법촬영을 소재로 삼는건 너무 경솔한거 아닌가요?,2492,화자2,비도덕 아님,0,0,0,0,0,1,0,0
불법촬영 피해자들이 얼마나 많은데 그걸 희화화하는건 뭐임 빡대기라누,2492,화자3,비난,0,0,0,0,1,0,0,0
여성 인권 중요한건 알겠는데 영상 하나하나에 과몰입하지마라ㅋㅋ,2492,화자1,혐오,1,0,0,0,0,0,0,0
니들 불편하신거 다 신경 써 드리다 보면 영상이 노잼되는거임,2492,화자1,혐오,1,0,0,0,0,0,0,0
_돌 중에서는 오마이걸이랑 같이 작업해봤지,2493,화자1,선정,0,1,0,0,0,0,0,0
잦곡가 야 너 말 참 예쁘게 한다?,2493,화자2,선정,0,1,0,0,0,0,0,0
어디  잦로듀서 가 입을 힘부로 놀려;;,2493,화자3,선정,0,1,0,0,0,0,0,0
여자가 밴드 음악 듣는다고 설치는 거 보기 싫으니까 조용히 있었으면 좋겠다,2494,화자1,"차별,혐오,비난",1,0,0,0,1,0,0,1
ㅂㅈ 달린 느그 어머니가 밥 먹여서 너 키워놨어ㅋㅋ,2494,화자2,선정,0,1,0,0,0,0,0,0
재미도 없고 그저 한심하기만 함,2494,화자3,비도덕 아님,0,0,0,0,0,1,0,0
팩트를 재밌으라고 쓴 줄 알고 착각하는 것도 ㅂㅈ 특임?,2494,화자1,"혐오,비난,선정",1,1,0,0,1,0,0,0
남자들이 음악 얘기 하고 있는데  얼빠 짓 하면서 분탕치는거 죽이고 싶음,2495,화자1,"혐오,비난",1,0,0,0,1,0,0,0
하여튼 으데서 여자들이 음악을 논하노,2495,화자2,"차별,혐오,비난",1,0,0,0,1,0,0,1
남자들 노는 데서  보슬렁 거리지 말고 가서 애나 봐라ㅋㅋ,2495,화자1,"차별,혐오,비난,선정",1,1,0,0,1,0,0,1
집안일 미뤄두고 이러는거 남편은 아냐?,2495,화자2,"차별,혐오,비난",1,0,0,0,1,0,0,1
여자들은 수학도 못하고 운전도 못하고 경제력도 없고ㅋㅋ,2496,화자1,"차별,혐오,비난",1,0,0,0,1,0,0,1
그냥 제발 자기 성별 특징을 인정을 좀 했으면 좋겠음,2496,화자2,"차별,혐오,비난",1,0,0,0,1,0,0,1
그 와중에 여성 우대 받아서 피 비린내 진동하면서 유사 연애에 환장하는 꼴이 가관,2496,화자3,"차별,혐오,비난",1,0,0,0,1,0,0,1
아이콘은 애초에 처음에 인기 많은 것부터가 미스테리였음,2497,화자1,비도덕 아님,0,0,0,0,0,1,0,0
얼굴 다 빻았는데 어떻게 뜬거임 ㅋㅋ,2497,화자2,비난,0,0,0,0,1,0,0,0
피디가 비하인드 막은 이유ㅋㅋ 어이없지 않음?,2498,화자1,비도덕 아님,0,0,0,0,0,1,0,0
외부요소 최소화  ㅇㅈ롤,2498,화자2,"비난,욕설",0,0,0,1,1,0,0,0
조명부터 ㅆ구렸는데 비하인드라도 풀었어야지,2498,화자3,비난,0,0,0,0,1,0,0,0
벌새 암컷은 수컷들이 괴롭혀서 수컷같이 화려한 깃털이 나게 진화했대,2499,화자1,비도덕 아님,0,0,0,0,0,1,0,0
역시 수컷은 종을 초월해서 유전자부터 썩은거임,2499,화자2,"혐오,비난",1,0,0,0,1,0,0,0
애인이 예뻐죽겠다고 하는거랑 귀여워 죽겠다고 하는건 무슨 차이일까,2500,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그냥 죽어라,2500,화자2,"비난,폭력",0,0,0,0,1,0,1,0
고양이 지들 눈에나 귀엽지 진짜  캣맘들  짜증나 죽겠음,2501,화자1,비도덕 아님,0,0,0,0,0,1,0,0
차주들 다같이 동네에 있는  캣맘 들 하루 빨리 차로 치어서 박멸해야됨,2501,화자2,"비난,폭력,범죄",0,0,1,0,1,0,1,0
락빠 들아 선민의식 눈 뜨고 봐주기 힘들다ㅋㅋ,2502,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그게 _같아서 안들으면 또 제발 좋아해주세요 ㅠㅠ   ㅇㅈ롤,2502,화자1,욕설,0,0,0,1,0,0,0,0
뭔진 모르겠고  락빠 한테 왜 욕함,2502,화자2,비도덕 아님,0,0,0,0,0,1,0,0
응 ㄴㅇㅁ 불고기^^,2502,화자1,"혐오,선정",1,1,0,0,0,0,0,0
근데  머글픽 이라는 단어는 대체 왜 쓰는거야,2503,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그냥 쓰는거지 뭐가 문제임,2503,화자2,비도덕 아님,0,0,0,0,0,1,0,0
피싸개 감성 꼴뵈기싫다,2503,화자1,"혐오,비난",1,0,0,0,1,0,0,0
락찔이 들 선민 의식 있어도 적어도  ㅆ마초 라고 생각했는데 내가 여기서까지 저런 단어를 봐야됨?,2503,화자1,"혐오,비난,욕설",1,0,0,1,1,0,0,0
? 여기  뷰지 갤러리 다 된게 언젠데ㅋㅋ,2503,화자2,"혐오,선정",1,1,0,0,0,0,0,0
진작에  ㅂㅈ 들이 다 처먹었음ㅋㅋㅋ,2503,화자3,"혐오,선정",1,1,0,0,0,0,0,0
ㅂㅈ   락찔이 ? 개탄스럽다,2503,화자1,"혐오,선정",1,1,0,0,0,0,0,0
아니 남자들끼리 왜이렇게 스킨십을 많이 해 보기 불편하게,2504,화자1,"혐오,비난",1,0,0,0,1,0,0,0
내말이 쟤네 다 게이임?,2504,화자2,"혐오,비난",1,0,0,0,1,0,0,0
선곡에 제작진이 관여했다고?,2505,화자1,비도덕 아님,0,0,0,0,0,1,0,0
응 시즌 1때도 그랬는데?,2505,화자2,비도덕 아님,0,0,0,0,0,1,0,0
하  ㅂㅈ 들이 또 한건했노,2505,화자1,"혐오,비난,선정",1,1,0,0,1,0,0,0
역시  ㅂㅈ 가 문제다,2505,화자1,"혐오,비난,선정",1,1,0,0,1,0,0,0
제작진이 여자라고 누가 그래,2505,화자2,비도덕 아님,0,0,0,0,0,1,0,0
암센징 아 모르면 제발 입 다물고 있어,2505,화자1,"혐오,비난",1,0,0,0,1,0,0,0
발로 탈락하면 안돼ㅠㅠㅠ,2506,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그니까ㅠㅠㅠ 하나쯤은 얼굴로 살아남아도 되잖아,2506,화자2,비도덕 아님,0,0,0,0,0,1,0,0
쥬지 가  얼빠 짓을 하노 너 게이임?ㅋㅋ,2506,화자3,"혐오,선정",1,1,0,0,0,0,0,0
부모님이 키워준 값 하라고 월급 다 달라는데 이거 맞아?,2507,화자1,비도덕 아님,0,0,0,0,0,1,0,0
아니 절대 안돼 당장 탈출해,2507,화자2,비도덕 아님,0,0,0,0,0,1,0,0
싸질러서 낳는다고 다 부모가 아닌게 새삼 느껴진다  ㅉㅉ,2507,화자3,"비난,선정",0,1,0,0,1,0,0,0
저것도 부모라고.. 역겹다 역겨워,2507,화자4,비난,0,0,0,0,1,0,0,0
p들 얼마 전까지 아이돌 빨다가 있어보이려고 밴드 빠는거 다 티난다,2508,화자1,"혐오,비난",1,0,0,0,1,0,0,0
내 말이ㅋㅋ 밴드 좋아한다는 여자 치고 해외 유명 밴드 제대로 아는 사람 못봤음,2508,화자2,"혐오,비난",1,0,0,0,1,0,0,0
꼭 못생긴  련 들이 있어보이려고 안간힘 쓰죠?,2508,화자1,"혐오,비난",1,0,0,0,1,0,0,0
게시판을 클린하게 만들기 위한 p 감별법^^,2509,화자1,"혐오,비난",1,0,0,0,1,0,0,0
연령: 30대 노처녀,2509,화자1,"혐오,비난",1,0,0,0,1,0,0,0
와꾸 : 쿵쾅쿵쾅,2509,화자1,"혐오,비난",1,0,0,0,1,0,0,0
사이즈: b컵이라고 주장하는 a컵 근데 몸무게는 80,2509,화자1,"혐오,비난",1,0,0,0,1,0,0,0
직업: 백조,2509,화자1,"혐오,비난",1,0,0,0,1,0,0,0
특징: 동성애 함,2509,화자1,"혐오,비난",1,0,0,0,1,0,0,0
정치 성향:  좌빨,2509,화자1,"혐오,비난",1,0,0,0,1,0,0,0
캬 본문 다 받는다ㅋㅋ 보통 이런 애들이 골뱅이 경험도 있음,2509,화자2,"혐오,비난,선정",1,1,0,0,1,0,0,0
맞지 그리고 이런 애들이 페미 시위도 간다고ㅋㅋ,2509,화자1,"혐오,비난",1,0,0,0,1,0,0,0
음모론자들이라 대화하면 피곤한 류^^,2509,화자2,"혐오,비난",1,0,0,0,1,0,0,0
근데 이번 무대는 아무래도 국악기의 한계를 보여준 거 같긴 해,2510,화자1,비도덕 아님,0,0,0,0,0,1,0,0
국악이 열등한거 이제 알았음?,2510,화자2,비난,0,0,0,0,1,0,0,0
그냥 전통이라서  후빨 해주는거지ㅋㅋㅋ,2510,화자3,"비난,선정",0,1,0,0,1,0,0,0
원주민 음악이랑 뭐가 다르냐?ㅋㅋ,2510,화자3,비난,0,0,0,0,1,0,0,0
아니지 그냥 아시아 원주민 음악이 맞지ㅋㅋㅋㅋ 미개,2510,화자2,비난,0,0,0,0,1,0,0,0
친구가 고딩때 사고쳐서 딸이 있는데 이번에 교통사고로 세상을 떠났어,2511,화자1,비도덕 아님,0,0,0,0,0,1,0,0
ㅠㅠ고인의 명복을 빕니다,2511,화자2,비도덕 아님,0,0,0,0,0,1,0,0
그런데 그래서 그 딸을 내가 입양할까 고민중이야 17살차이임,2511,화자1,비도덕 아님,0,0,0,0,0,1,0,0
17살 차이면 딸이 아니라 키워서 부인 삼아도 되겠는데?,2511,화자3,범죄,0,0,1,0,0,0,0,0
어차피 남자랑 여자인데 뭐 가능할듯,2511,화자4,범죄,0,0,1,0,0,0,0,0
독신남인데 고아 여자아이 입양 가능?,2512,화자1,비도덕 아님,0,0,0,0,0,1,0,0
독신이 왜?,2512,화자2,비도덕 아님,0,0,0,0,0,1,0,0
성노릿감으로 써도 됨?,2512,화자1,"범죄,선정",0,1,1,0,0,0,0,0
엥 진짜 죽이고싶다,2512,화자3,"폭력,범죄",0,0,1,0,0,0,1,0
이런애들은 꽈추를 잘근잘근 썰어버려야됨,2512,화자4,"폭력,범죄,선정",0,1,1,0,0,0,1,0
고아원 가서 여자애 하나 입양해서  오나홀 로 쓰고 싶다,2513,화자1,"범죄,선정",0,1,1,0,0,0,0,0
나도 그 생각 했는데 독신은 안된대,2513,화자2,"범죄,선정",0,1,1,0,0,0,0,0
헐 아쉽다 귀여운 애 있어서 마음속으로 찜해놨었는데,2513,화자1,"범죄,선정",0,1,1,0,0,0,0,0
샤발 어떻게 하면 대긋빡에서 저런 생각이 나올 수가 있지?,2513,화자3,욕설,0,0,0,1,0,0,0,0
저런 놈들은 다 데려다가 뚜껑 따서 조사할 수 있게 하면 안됨?,2513,화자4,폭력,0,0,0,0,0,0,1,0
그냥 알아서 다 자살했으면,2513,화자5,"폭력,범죄",0,0,1,0,0,0,1,0
아 무대 영상 빨리 올려줬으면 좋겠다,2514,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그거 느리게 올라와서 syuban이라는 채널에서 이미 조회수 1만 빨아갔더라,2514,화자2,비도덕 아님,0,0,0,0,0,1,0,0
근데 애초에 공식 채널이  _ 같아서 그냥 거기로 보는 사람들도 많음ㅋㅋ,2514,화자3,"비난,욕설",0,0,0,1,1,0,0,0
아니 슉클립인지 엄마 뒤진 클립인지 처음에 시작하는 띵 소리 왜 이렇게 거슬리냐,2515,화자1,"혐오,비난,폭력",1,0,0,0,1,0,1,0
나도 거슬려 이거 항의하고 싶은데 항의할 곳이 없음,2515,화자2,비도덕 아님,0,0,0,0,0,1,0,0
편집한 애 가정교육 독학한 게 분명함,2515,화자1,비난,0,0,0,0,1,0,0,0
걔 묶어놓고 띵 소리만 몇시간동안 꽂아놓고싶다,2515,화자1,폭력,0,0,0,0,0,0,1,0
엄마 뒤진 ㅅㅋ 진짜 영상 볼때마다 빡침 하,2515,화자1,비난,0,0,0,0,1,0,0,0
아침부터 왜 발작하노 정병있나,2515,화자3,혐오,1,0,0,0,0,0,0,0
이번 시즌 여자 출연진들은 어떻게 예쁜 사람이 하나도 없지,2516,화자1,비도덕 아님,0,0,0,0,0,1,0,0
밴드 오디션인데 외모가 뭐가 중요해,2516,화자2,비도덕 아님,0,0,0,0,0,1,0,0
여자 외모 얘기하니까  피싸개  바로  풀발 하는 거 보소ㅋㅋㅋㅋ,2516,화자1,"혐오,비난",1,0,0,0,1,0,0,0
지들이 못생겨서 심보가 못되먹은거지ㅋㅋㅋㅋㅋ,2516,화자3,"혐오,비난",1,0,0,0,1,0,0,0
예지 이번 무대 최고다 진짜,2517,화자1,비도덕 아님,0,0,0,0,0,1,0,0
악 쓰는거 들어줄 수가 없는 지경이던데,2517,화자2,비난,0,0,0,0,1,0,0,0
하여튼 그 성별은 왜 출연해서 무대를 망치는지 모르겠음,2517,화자3,비난,0,0,0,0,1,0,0,0
올려치기 보니까 그 성별 작전 세력들 붙은거 같음,2517,화자4,비난,0,0,0,0,1,0,0,0
피땀 흘려서 돈 벌었는데 왜 월급이 많다고 세금을 더 내야 돼?,2518,화자1,비도덕 아님,0,0,0,0,0,1,0,0
내 말이 ㅇㅇ  일도 제대로 안하는 사회 기생충들한테 내 월급 다 빨리는 거 억울하다 진짜,2518,화자2,"혐오,비난",1,0,0,0,1,0,0,0
선민 의식ㄷㄷ,2518,화자3,비도덕 아님,0,0,0,0,0,1,0,0
아 기생충이 여기 있네^^,2518,화자4,"혐오,비난",1,0,0,0,1,0,0,0
사장 불러! 내 말 안들려?,2519,화자1,비도덕 아님,0,0,0,0,0,1,0,0
아휴 그럼 잘 들리지,2519,화자2,비도덕 아님,0,0,0,0,0,1,0,0
귓가에 똥파리 날갯짓이 참 요란하게 들려서 귀가 멀 지경이야,2519,화자2,비난,0,0,0,0,1,0,0,0
뭐? 이런 가정교육 독학으로 받은 놈,2519,화자1,비난,0,0,0,0,1,0,0,0
나 이번에 고등학교 졸업 기념으로 첫 명품 가방 사려고 하는데 추천해주라!,2520,화자1,비도덕 아님,0,0,0,0,0,1,0,0
스무살에 뭔 명품 가방이야 된장아,2520,화자2,"혐오,비난",1,0,0,0,1,0,0,0
롤 ost라니 선곡  ㄹㅈㄷ,2521,화자1,비도덕 아님,0,0,0,0,0,1,0,0
급뚜기 들 하다하다 부심 부릴게 없어서  _ 같은 롤부심을 부리노ㅋㅋㅋㅋ,2521,화자2,"혐오,비난,선정",1,1,0,0,1,0,0,0
발작 버튼 눌렸네 개웃기쥬?ㅋㅋㅋㅋㅋ,2521,화자1,비난,0,0,0,0,1,0,0,0
롤이 발작 버튼이면 어제 브론즈 탈출한 니 엄마도 진작에 뒤져있겠지ㅋㅋㅋㅋ,2521,화자2,"혐오,비난,범죄",1,0,1,0,1,0,0,0
대중성 꽉 잡은 선곡이다,2522,화자1,비도덕 아님,0,0,0,0,0,1,0,0
대중성이라기에는 저거 모르는 애들도 은근 많지 않나,2522,화자2,비도덕 아님,0,0,0,0,0,1,0,0
틀딱 이누,2522,화자1,"혐오,비난",1,0,0,0,1,0,0,0
야발  나도 롤하고 저 노래 알아ㅋㅋㅋㅋㅋ,2522,화자2,욕설,0,0,0,1,0,0,0,0
주위에 모르는 애들 있길래 말한건데 사회성  재기 해서 아무 글이나 싸지르면 다인줄 아네,2522,화자2,비난,0,0,0,0,1,0,0,0
롤드컵 부심 추하다,2522,화자3,비난,0,0,0,0,1,0,0,0
말귀 못 알아들음? 대중성 있다고 말하는것도 부심이노,2522,화자1,비도덕 아님,0,0,0,0,0,1,0,0
롤드컵 시청 인구가 몇인지는 아냐 찐따 샛기,2522,화자1,욕설,0,0,0,1,0,0,0,0
말귀는 니가 못 알아듣지  틀딱 들만 모르는게 아니라고 말하는게 급발진한게 누구임ㅋㅋ,2522,화자2,"혐오,비난",1,0,0,0,1,0,0,0
롤 노래 모른다고  틀딱 으로 몰아가는 네 사고방식이 더  틀딱 이야ㅋㅋ,2522,화자2,"혐오,비난",1,0,0,0,1,0,0,0
발끈하는 게 역시  틀 ...,2522,화자1,"혐오,비난",1,0,0,0,1,0,0,0
하 너 길에서 만나면 진짜 반 패서 죽인다,2522,화자2,"비난,폭력,범죄",0,0,1,0,1,0,1,0
지금 봤는데  롤드컵  선곡 실화?,2523,화자1,비도덕 아님,0,0,0,0,0,1,0,0
선곡 ㅆ지렸다,2523,화자2,욕설,0,0,0,1,0,0,0,0
겨울이랑은 나라도 결혼 못한다,2524,화자1,비도덕 아님,0,0,0,0,0,1,0,0
가정폭력 집이랑 결혼을 어떻게 함ㅋㅋ,2524,화자2,비난,0,0,0,0,1,0,0,0
그 집은 가정폭력만 문제가 아니라  팡주 출신임ㅋㅋㅋㅋ,2524,화자3,"혐오,비난",1,0,0,0,1,0,0,0
어우 홍어인지는 몰랐네,2524,화자1,"혐오,비난",1,0,0,0,1,0,0,0
얘들아 동생 차팔이인것도 잊지마라,2524,화자2,"혐오,비난",1,0,0,0,1,0,0,0
